appointment_type,agency,employee_count,avg_pay,avg_tenure
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FARM CREDIT ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL COMMUNICATIONS COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL ELECTION COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL HOUSING FINANCE AGENCY,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL MARITIME COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL RESERVE SYSTEM,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),FEDERAL TRADE COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),GENERAL SERVICES ADMINISTRATION,1,207500.0,32.4
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),GOVERNMENT PUBLISHING OFFICE,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),INTER-AMERICAN FOUNDATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),JUDICIAL BRANCH,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),MARINE MAMMAL COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),MILLENNIUM CHALLENGE CORPORATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL LABOR RELATIONS BOARD,2,195200.0,22.15
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL MEDIATION BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL SCIENCE FOUNDATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL SECURITY COUNCIL,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFC OF THE NAT CYBER DIR,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF MANAGEMENT AND BUDGET,1,195200.0,8.8
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,1,195200.0,0.4
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF PERSONNEL MANAGEMENT,2,225700.0,14.6
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF SPECIAL COUNSEL,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PEACE CORPS,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PENSION BENEFIT GUARANTY CORPORATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PRESIDIO TRUST,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),RAILROAD RETIREMENT BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SECURITIES AND EXCHANGE COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SELECTIVE SERVICE SYSTEM,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SMALL BUSINESS ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SMITHSONIAN INSTITUTION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SOCIAL SECURITY ADMINISTRATION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),SURFACE TRANSPORTATION BOARD,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),TRADE AND DEVELOPMENT AGENCY,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,1,215000.0,42.5
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,1,195000.0,17.0
LIMITED TERM (SENIOR EXECUTIVE SERVICE NONPERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ARCTIC RESEARCH COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ARMED FORCES RETIREMENT HOME,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,1,197825.0,9.8
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COMMISSION OF FINE ARTS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COMMISSION ON CIVIL RIGHTS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COMMODITY FUTURES TRADING COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,2,195200.0,16.4
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DELTA REGIONAL AUTHORITY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DENALI COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF AGRICULTURE,38,188472.37,2.77
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF COMMERCE,38,185763.16,3.17
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF DEFENSE,64,,3.35
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF EDUCATION,20,188250.15,4.45
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF ENERGY,24,189830.59,2.98
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,73,191363.56,2.7
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF HOMELAND SECURITY,74,185030.22,4.08
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,19,192154.74,4.85
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF INTERIOR,27,184085.67,3.79
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF JUSTICE,46,188991.33,4.93
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF LABOR,15,191343.33,4.03
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF STATE,39,189029.17,3.25
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF THE AIR FORCE,8,,7.45
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF THE ARMY,14,,2.77
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF THE NAVY,11,,2.97
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF TRANSPORTATION,39,185281.85,2.09
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF TREASURY,29,175603.96,3.53
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DEPARTMENT OF VETERANS AFFAIRS,30,185983.4,5.37
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),DFC,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ELECTION ASSISTANCE COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),ENVIRONMENTAL PROTECTION AGENCY,31,194316.97,1.84
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,4,195200.0,0.5
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FARM CREDIT ADMINISTRATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL COMMUNICATIONS COMMISSION,3,195200.0,6.33
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL ELECTION COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL HOUSING FINANCE AGENCY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,1,195200.0,0.3
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL MARITIME COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,1,195200.0,16.3
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL RESERVE SYSTEM,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),FEDERAL TRADE COMMISSION,10,195200.0,5.09
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),GENERAL SERVICES ADMINISTRATION,6,173743.33,2.48
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),GOVERNMENT PUBLISHING OFFICE,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,1,176900.0,7.8
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),INTER-AMERICAN FOUNDATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),JUDICIAL BRANCH,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),MARINE MAMMAL COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),MILLENNIUM CHALLENGE CORPORATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,7,195200.0,1.53
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,2,195200.0,0.65
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,2,193550.0,0.55
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL LABOR RELATIONS BOARD,2,,15.3
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL MEDIATION BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL SCIENCE FOUNDATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL SECURITY COUNCIL,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,1,183500.0,1.8
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NUCLEAR REGULATORY COMMISSION,1,195200.0,0.7
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFC OF THE NAT CYBER DIR,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF ADMINISTRATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF MANAGEMENT AND BUDGET,17,194305.88,5.34
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,4,195200.0,8.45
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF PERSONNEL MANAGEMENT,13,195200.0,3.07
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF SPECIAL COUNSEL,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,4,189050.0,0.7
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PEACE CORPS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PENSION BENEFIT GUARANTY CORPORATION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PRESIDIO TRUST,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),RAILROAD RETIREMENT BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SECURITIES AND EXCHANGE COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SELECTIVE SERVICE SYSTEM,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SMALL BUSINESS ADMINISTRATION,15,193467.53,2.17
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SMITHSONIAN INSTITUTION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SOCIAL SECURITY ADMINISTRATION,9,195200.0,0.39
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),SURFACE TRANSPORTATION BOARD,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),TRADE AND DEVELOPMENT AGENCY,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,1,195200.0,6.0
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,1,195200.0,24.3
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,3,195133.33,0.8
NONCAREER (SENIOR EXECUTIVE SERVICE PERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,1,131171.0,13.3
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),ARCTIC RESEARCH COMMISSION,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),ARMED FORCES RETIREMENT HOME,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),COMMISSION OF FINE ARTS,1,195200.0,3.8
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),COMMISSION ON CIVIL RIGHTS,0,,
NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),COMMODITY FUTURES TRADING COMMISSION,0,,
